spark_miners,pool_name,start_time,end_time,total_pay
0x6fa6d66049b845147e5948af0222ff250cb5e1c5,sparkpool,2017-09-28,2017-10-20,47.1190851
0x20176e9d328472106c13d4eb7e62557a7fb0706e,sparkpool,2017-09-28,2018-08-28,39.90877575
0x8d535dcf3cbf53367d4ab92088ec49ac666c8d2a,sparkpool,2017-09-28,2017-10-31,5.2307372
0x1219279c1c1f53b222efeb7326afbd4a89cc7713,sparkpool,2017-09-28,2017-11-14,15.25117187
0xd9adf9a36bcb9fac48901d24d9bc460efc25d1a5,sparkpool,2017-09-28,2018-01-04,20.71860821
0x3abaaf114e16cc332885b614d9678e5a3d92093b,sparkpool,2017-09-28,2019-07-21,211.71723593
0xfc5231b8e74fe2c402e0b9278d8c83e0cb7159a5,sparkpool,2017-09-28,2018-04-20,150.69338215
0x32f99eac8d7bfbc52d2c4052478fb43317734271,sparkpool,2017-09-28,2017-10-31,18.62126134
0x4390a17bd3df27401048c8f85df9176b652fb34b,sparkpool,2017-09-28,2017-10-21,15.70928369
0x7fb21ac4cd75d9de3e1c5d11d87bb904c01880fc,sparkpool,2017-09-28,2019-07-21,811.68223595
0x4362e2067b7458d3c0446e4dc590786de187faa9,sparkpool,2017-09-28,2017-10-28,41.31991866
0xa8007152a6e4a1513f58fc9b8dbf2f249748c403,sparkpool,2017-09-28,2017-10-31,3.41641511
0xf0ab861f1c68b365c93544c12b52e18664b68a45,sparkpool,2017-09-28,2017-12-28,9.84132283
0xa6ab90d39f04ef0e478908343ca03e38bb67b90c,sparkpool,2017-09-28,2018-10-28,18.9174276
0xfe7aa6c071d7daff7298ad17cce150c3036ac8de,sparkpool,2017-09-28,2017-10-31,15.97748174
0x22da6542cdb918ca30e5070ac1c0e966a4b5b163,sparkpool,2017-09-28,2017-10-31,7.71480895
0x5f4589380f3c22e53f9a4ac16f7afb492eec7268,sparkpool,2017-09-28,2017-11-14,32.28000012
0x5be5fcc7a2889ff6578d54fde77474f3dd7101a1,sparkpool,2017-09-28,2018-03-20,15.63186589
0xcd4ac753a37e1c81e73d083919f3debc2128e918,sparkpool,2017-09-30,2017-10-26,2.00532593
0x49c02e2a56fca1c704acdf53c28ee0d1f887aba3,sparkpool,2017-09-28,2017-10-26,2.36792169
0xb5200451358735a80d3c47c1167bb947a7791d5e,sparkpool,2017-09-28,2017-10-17,21.86054976
0x210da40896e804da571da4d1c02750045825b8b1,sparkpool,2017-09-28,2017-10-26,3.46630458
0xd0c8a49af6b0d6dc56ecd501e6b341a1b0afa425,sparkpool,2017-09-28,2017-10-23,1.92749095
0x2a4a3b8c86dc92784ccec45ba33a9c67f1bf78a4,sparkpool,2017-09-28,2018-06-28,215.84549809
0xb2adc4174e50d807fb6a7fc5881370c74c75b11d,sparkpool,2017-09-28,2017-12-24,19.44221244
0x7591cd27c1d90486623dc22037ef902fcaed95a2,sparkpool,2017-09-28,2018-10-28,169.066033
0x4e283f1da97e33c0b308f9ef335cd12384665eb8,sparkpool,2017-09-28,2017-10-26,8.59788195
0x41c26a15156f1cd74b952174225b3fd7dd3809db,sparkpool,2017-09-29,2018-11-28,87.96190525
0x45dcd038cde975f41ca28b4bbd1143a3971699de,sparkpool,2017-09-28,2017-11-21,33.11847184
0x87b0d0fa8be49e24daa5840d96c457e6481aff87,sparkpool,2017-09-28,2017-12-28,5.28540532
0x25253f7cbb4fea3bd2e653aaa7e50e3c41cb81c8,sparkpool,2017-09-29,2017-10-21,20.44462741
0xe9eaa3106cd9e8755fbbb46f1110b6c36c925d4d,sparkpool,2017-09-28,2017-11-16,65.65944171
0x985d0f6e6d5dc3d777bb58c82ef2eb97b8983205,sparkpool,2017-09-28,2018-04-28,351.3617636
0x6f29f522df7c67f924f0c8ea652d648fa0b6269b,sparkpool,2017-09-28,2017-11-28,8.04155045
0x10109e2f476c49c8ae520bf90c9d3d24453536d5,sparkpool,2017-09-28,2017-11-28,15.36032623
0xfc637ddaa4b547ca52c3915bea5a8022ea9e84e4,sparkpool,2017-09-28,2017-10-23,22.25326904
0x16c92d09a2d1c5c22c41cfb001078d15e7b0f39f,sparkpool,2017-09-29,2017-10-29,5.2140437
0x8784e6842ef235065907215a698d1d3606119493,sparkpool,2017-09-28,2017-12-28,183.58641415
0x778c917e3755f4b0876d8b51b25cef9fdcec1acc,sparkpool,2017-09-28,2019-07-15,47.35283602
0x8e5c1ab7ce6b91862fe4921f78383a39612ee880,sparkpool,2017-09-29,2017-10-24,7.41164604
0x5b0b78af26e6a4334112d846f76eb6c94dc642d6,sparkpool,2017-09-29,2017-11-03,20.23510234
0x18e3a1a97a47f349288b408783254069dc478436,sparkpool,2017-10-01,2018-09-28,3.74371893
0x0108acc8b494faf067884bc7d65a31e79d005e56,sparkpool,2017-10-01,2019-06-28,7.37881719
0xa93691c45421f8412ffed1fb8487d7e32d662750,sparkpool,2017-09-29,2017-11-19,7.53180902
0x7564b41f113fb77e9ace0db07465d0443ff22cd4,sparkpool,2017-10-01,2017-10-26,0.11527358
0xbc44ba87f406fcfd4300e252715d713297b01c1d,sparkpool,2017-10-01,2018-04-28,4.64757662
0x85e7c33b0336f079e5c633f7d62a32a84b158d76,sparkpool,2017-09-29,2017-10-26,1.71526806
0x69f506dc2f48824f5d27e3c37af063776e140175,sparkpool,2017-10-01,2018-02-28,5.6490022
0x96bb5e76e64253a9d5b9c3d4a7042e3cbb903011,sparkpool,2017-09-28,2017-10-26,1.35890203
0x96eea3a4f9a66dee8ffd5d25b88e3784f29cfc14,sparkpool,2017-10-01,2019-07-21,396.47126768
0xc2e32833a25fac74e329c6bca76fd049d7d7e43e,sparkpool,2017-10-01,2018-07-28,4.27116722
0x9155ead2f1d7f72390ca0901bc143e4876f31baa,sparkpool,2017-10-01,2018-02-11,5.50307952
0x04a3d28933c7c4f4121c8e3f2c189a987077a9d3,sparkpool,2017-10-01,2017-10-19,0.36155508
0x485a7c845c878b925ee368596b3be1f2eac56d2e,sparkpool,2017-10-01,2018-12-13,9.73447637
0x20a0bbd2caaba85081fac14fc9674022a4062d1e,sparkpool,2017-09-29,2018-02-01,61.25775928
0x7d523576be3c5295410310b9b4ab315773eeecc3,sparkpool,2017-10-01,2017-12-05,1.80453597
0xf357ff61570d3edd73afe0c57a6928e200d4956c,sparkpool,2017-09-29,2017-10-29,7.75519897
0x499f8eb99d401c8b9d212c87fba1e75828e57446,sparkpool,2017-10-01,2017-10-26,0.22769222
0xb04ca3c30f08337e670a4eaa31f45734a6e98b87,sparkpool,2017-09-29,2017-11-03,10.73601744
0xd6e7ba6f7d093d58392325059f908fb3f3020856,sparkpool,2017-10-01,2017-10-26,0.20906737
0xdefe4b31d8592315c62d5018c4cabfa399b11209,sparkpool,2017-10-01,2018-01-24,2.10701212
0xdfbc452e59fa7000815d35ea6d5ba529556b18c8,sparkpool,2017-09-29,2019-02-28,55.21416507
0xc9fdfcba722673076e97488dddc6cef56ba5168d,sparkpool,2017-10-01,2019-02-28,16.49401317
0xc1780c77b40f983c135dd9998bb8e5cb69cefbae,sparkpool,2017-10-01,2017-10-22,0.46019091
0x4879b0446d354c3fa4ffba7e8c54777c102bf823,sparkpool,2017-09-29,2018-02-06,26.84854918
0xf2fb50bcb8de6c631f26b50a344e8f9ccf238a1f,sparkpool,2017-10-01,2018-07-28,4.15373851
0x4c1a980ae4644627c83aadf41fcc1d2b910d5eca,sparkpool,2017-10-01,2017-10-26,0.44387897
0x8020c38dcb2ee666a372f21314169be7fa1ede71,sparkpool,2017-09-29,2017-12-23,12.18631738
0xa051508a93e328ce903921421c2bf0f510049c47,sparkpool,2017-10-01,2018-08-12,8.63085086
0xc2572046fbb1adf6f9aa3aa382eba642055f7531,sparkpool,2017-09-29,2019-07-19,54.69122308
0x902d723a6e5aee32ddeaf90180575986a2c6114b,sparkpool,2017-09-30,2017-11-28,2.47821471
0x8a88134bc7c90a6f444b6b7ad1e70719dcf086db,sparkpool,2017-10-01,2018-10-04,17.43574138
0x4c9bd289a3a57489ec94ace6f781f51a6f3427e5,sparkpool,2017-10-01,2017-10-26,0.10994695
0x185270ce0b7c712c3f986f9baf898a077a3e0c35,sparkpool,2017-09-30,2017-10-06,0.41061252
0xc31132facc8495009f0c00c412cb2511ba9d56bf,sparkpool,2017-10-01,2018-04-28,4.82700837
0xcfd8e36ab5564318a8cf906b37e4a5e13736d4a4,sparkpool,2017-09-30,2017-10-19,1.27360933
0x8ba3c338bd561fdb22aefd43d7d0285325c66a85,sparkpool,2017-10-01,2017-10-26,1.17917352
0x6cdc7193fd653e01856e1eb53b3d615bbacf2234,sparkpool,2017-10-01,2017-10-26,0.28393073
0xc88f495c6a3ef1ab85a2bcbe1b053470ced467e7,sparkpool,2017-10-01,2017-11-28,1.22045501
0xf392d9308227f6d72cb48c77e27a8f2fd73eb456,sparkpool,2017-09-28,2018-01-28,12.75744108
0x46cb7672a0c3fe2cecfc22c1d306f418e8d07f7c,sparkpool,2017-09-29,2018-03-14,43.82107288
0xe4b9bb85ed6cb607097d5d91d54baf3896d62d53,sparkpool,2017-10-01,2017-10-26,0.36045549
0xb926ead778f72f6021bd9aebbdbf90a2eaccfba4,sparkpool,2017-10-01,2018-04-01,2.68054123
0x4fcc451c4ee4810235354a077407dafa5310f6eb,sparkpool,2017-09-29,2017-11-02,10.5060103
0x51959968b76a537ea34befd3e754f3683a8c78c1,sparkpool,2017-10-01,2017-10-26,0.7476513
0xda5e4820ff831012673fb7c5b8b4846eb4b9afff,sparkpool,2017-09-30,2018-03-22,10.83548556
0xcf4cc52b2ef6c812276425f8716fa616d6e00386,sparkpool,2017-10-01,2018-08-28,6.98006082
0x5018663b389021425213fe71298c2fa81c0e4bd2,sparkpool,2017-10-01,2018-07-13,4.21046947
0x8dc81e246fab7c7b6185cd6ae433aca86b6f2311,sparkpool,2017-09-29,2017-10-01,0.345198
0x2fc8905ff33e85ba3856e0e1f13867a790b45d90,sparkpool,2017-10-01,2017-11-28,0.83308639
0x9b1f51a2c2d94cf9ad8cf117a4154c8bc995a1ec,sparkpool,2017-09-28,2017-10-31,5.14389071
0x7363e33c70dca2414cbb7f9f2c5b04f131819546,sparkpool,2017-10-01,2017-10-26,0.41928294
0xb7e6a2b03a2b545e35b1ef804d33cb10c47c9a37,sparkpool,2017-09-29,2018-07-28,27.66066217
0x5edd6a60f2537fdd1bde9d44b06b435dbe8750bd,sparkpool,2017-10-01,2018-06-17,10.41110269
0x18ce0618020e0d12129ecf7bb978d25b505b5d37,sparkpool,2017-09-29,2018-04-28,17.01183421
0xc86ac016d6d511081fb3ed3cb8219618805460e1,sparkpool,2017-10-01,2017-11-28,1.58861213
0x475be3532368911d6809a9f901dcc50c0237043d,sparkpool,2017-09-29,2017-11-28,2.90193923
0xf6f4f645ee01ecad99891250baf69f4b92e63a5b,sparkpool,2017-10-01,2017-10-26,0.36554948
0x94479896c61f695f6c59099e40dc65fb8246f73e,sparkpool,2017-09-30,2019-05-28,17.75384196
0x39749b878a1d9836b88f3251b169e13caf5a7773,sparkpool,2017-10-01,2019-06-28,13.93469948
0x4d8fc95ca59ece58b69b488552c51d079ead484f,sparkpool,2017-09-28,2017-11-02,5.92360158
0xebd9fe655bd762e5af28c7449202f6c255fff88a,sparkpool,2017-09-29,2019-07-20,40.96085365
0xb28a731369f9541af0c3b1da551f45413a831592,sparkpool,2017-10-01,2017-10-26,0.25164197
0xae4517e9c80f3adb9d7d7db8b475d008f05b510e,sparkpool,2017-10-01,2017-10-31,1.23697355
0xc463ab6492e94c43ac6ecf95ff8ec764186ae620,sparkpool,2017-09-30,2017-10-26,0.77301998
0x9fcaad2d1b6c5f73040d7f087a3e8a416e3cdab2,sparkpool,2017-10-01,2018-01-28,3.88910087
0x48c7ac1d23a83403fdc79e28a2e4ab6fc96b84cb,sparkpool,2017-09-29,2018-01-28,16.14732572
0x735bc21fcc57fe1d22d05314b2d5696441f9cf49,sparkpool,2017-10-01,2017-12-28,1.48487547
0x85146e305d5faaf3a3517ce9624d76213d1aaeb0,sparkpool,2017-09-28,2017-10-20,7.00924395
0x494baf8b12211cb20d4f249b9094c31a0887e6fd,sparkpool,2017-09-30,2017-10-26,1.30122048
0x4c7e080a0c13b40c7ee6ecc41def90f9f1b253a4,sparkpool,2017-10-01,2017-11-20,1.79214168
0xddd26039a290cb8ee7bbaac1ab499371cf8803ba,sparkpool,2017-10-01,2017-10-26,0.6656701
0xcfe0ed193c2b6d666669f68cfb8074e55ed998b5,sparkpool,2017-10-01,2019-03-28,11.19316384
0xe4266d65b04cd5dde59705225ba32507b6a7bd4a,sparkpool,2017-09-30,2017-11-28,2.58260703
0xeffbf87d7c66d473d0f97713e726bf9a429313d7,sparkpool,2017-10-01,2018-06-28,7.52230041
0x92c9fc67bf7cdb412bb7b589fb156447520600ba,sparkpool,2017-10-01,2018-02-07,2.10810381
0x7def89833bff154dc4380c76916f85acf993bf72,sparkpool,2017-09-29,2017-11-28,4.44701995
0x8940938a19755389fdbe86f83472833de7a34f85,sparkpool,2017-10-01,2017-10-26,0.61185939
0xfa3dacde81357876ad73c86c12ba26b75a656985,sparkpool,2017-09-28,2017-10-26,0.54715798
0xfd9b53eaf19e4918365c146170219d9c5945405a,sparkpool,2017-09-30,2017-12-28,10.04787589
0xafe68c12a765280df104938053cfb49fabb760ae,sparkpool,2017-10-01,2017-10-26,0.34683809
0xd66442736b2cc98e4fcaed59ac90540a7e2e9b2b,sparkpool,2017-10-01,2017-10-26,0.11125182
0xdfafdf3d941106c402a002228d36265e61fb08c7,sparkpool,2017-09-30,2018-09-28,10.53066043
0xf04f3118a0a9c74bd2d91bd511f62a2bd2963a7b,sparkpool,2017-10-01,2018-06-28,5.39124651
0x3d9ba9e5928b7382233cf57842107b57a8f26b9e,sparkpool,2017-09-29,2017-10-26,0.27254716
0x1d9ded117f4a5459c2dab15671f958e598d39079,sparkpool,2017-10-01,2018-05-06,0.56965326
0xd85730fb4f31712a519df9acdf4a345113593d01,sparkpool,2017-09-29,2018-07-12,6.43482592
0x9becbae1e2ea1592d4d2d3173a0a560fc5e2b7c9,sparkpool,2017-10-01,2018-10-10,7.77293054
0x74c488f691045a6569d344d1ae85b0d8794053d8,sparkpool,2017-09-30,2018-11-28,13.77252236
0x41c6a2ea9b47d3b0ed5e0e460e6ab96d43e8f6c9,sparkpool,2017-10-01,2017-10-31,1.23647386
0xf4977d5f3e9a3d695076e34849c6546b850f703f,sparkpool,2017-09-29,2018-03-22,16.23662463
0x1b494a1627d619013c5b885b2e1b7c8070cae2e6,sparkpool,2017-09-30,2017-10-26,1.60280117
0x258b9d47ea7b9810dc1d9e9f6953179db0424a19,sparkpool,2017-09-29,2019-07-02,47.00977655
0x024c0964ecdd5234e8d8ca81668abfde8c8f1a2d,sparkpool,2017-09-30,2017-10-26,1.41575679
0x53ee35076bb57a887717b5366450aa2591eb59f1,sparkpool,2017-10-01,2017-10-23,0.78516402
0xd5452920fdcd24ca5df05ea29908e215ca35fcc6,sparkpool,2017-09-29,2018-02-28,12.666606
0x35b91b950f7388f3fdb32e881309ae799b4614bd,sparkpool,2017-09-29,2017-10-30,2.38855023
0xb69e001aa95c66985f6fa3afe1fead720c3121b6,sparkpool,2017-10-01,2017-10-26,0.38337743
0x46a4ae97b886b56d87f5005489af44a51856892d,sparkpool,2017-09-30,2017-11-29,4.55250144
0xdbefe301a9e71b889cb00b06dae9e7677f8671f5,sparkpool,2017-10-01,2017-10-26,0.28354626
0x5a7c406e3e7b5ec93e5f0c6402f60464f294f476,sparkpool,2017-09-29,2017-10-26,0.69589306
0xe02c00b171bc6c849ee3683b434f30db9d0da21f,sparkpool,2017-10-01,2017-10-30,1.27484823
0xf45a04b9cf8875ba8c3547708511592ccca283f3,sparkpool,2017-09-29,2019-07-07,230.5327159
0x4ec6f58788ee244e369913dc63e33fdf61644b94,sparkpool,2017-09-29,2017-10-26,6.10064472
0xcddb88610ced0f429fde185a5cb5cf8e98149e19,sparkpool,2017-10-01,2017-10-01,0.05078212
0x9d25f004121e959d2a7eb78a75a0896f7e9c8b01,sparkpool,2017-09-30,2017-12-28,3.83601154
0x7b7bdd32a37b5a03527fbd636b0b07ae874c8651,sparkpool,2017-09-28,2017-10-31,6.26688198
0x244372bf1099e7b3c4e327ec0bda720673e06037,sparkpool,2017-10-01,2018-03-22,3.71329618
0x6c6663c540af020c4c873511d4a125b067f3c18d,sparkpool,2017-09-29,2017-10-28,3.52176779
0x069273c57134bfa851853de1e422611e3b465da7,sparkpool,2017-09-29,2019-06-11,54.07858781
0x533bd74f3a3fcfece4b215d26dfcf23f6e98d02d,sparkpool,2017-09-29,2018-01-28,2.53541871
0x48e2d6bcb41fc5c777198a8c8290a806c7dcaa87,sparkpool,2017-10-01,2017-10-31,3.26744346
0x6fc9cd5007ae1e2f5baa248597e7d19baf63ec89,sparkpool,2017-09-30,2017-10-26,1.46591421
0xe739200eb8e96364ae0ec148b77e322205568faa,sparkpool,2017-10-01,2019-07-21,110.71037842
0xd25f6b5efdb7762ae914c013554e311a1ae45ebb,sparkpool,2017-09-30,2017-11-29,3.17062126
0x4a83c2ccf26693fae29b2928b5bb89044e5b6d7c,sparkpool,2017-09-29,2018-07-28,18.47761544
0xffd95375cf73650f2e9c16ba23400da303dc17c1,sparkpool,2017-10-01,2018-08-28,4.65125859
0x692f7d50502cce5b9890aad934932ed8d5db5ae8,sparkpool,2017-09-29,2017-11-02,8.08401092
0xeaf27392f522204bd9c7a549605951328d062207,sparkpool,2017-09-29,2018-12-01,23.45301863
0x36a98d36ea28980272e285fad5baedde32aa26d0,sparkpool,2017-09-28,2018-07-28,11.85208002
0xbca99014edae105de3caeaddae95ee19be23a427,sparkpool,2017-09-29,2019-02-28,18.79013317
0x7bb18734c9fa25827d5ffc44b88ae492054db116,sparkpool,2017-10-01,2017-10-26,0.88208802
0x3ccbe52985f33e8cfe5aa878cd3b21704bc0a716,sparkpool,2017-09-30,2019-07-11,19.32903041
0x0d978ced47f2b01f47d323a50e9dea7b71da4cc6,sparkpool,2017-09-29,2018-05-28,13.07483774
0x6fa6091ad4666e696f3181cf1741101c5548a342,sparkpool,2017-10-01,2017-10-26,0.09633839
0x0dd985d2513d0fdd7c42ab02d4d23fc4547a90a5,sparkpool,2017-09-30,2019-07-11,24.1072093
0x916262a54d9daafe88265b665ccad432869d4dcb,sparkpool,2017-10-01,2018-01-28,3.14376109
0x7495b84959b832f8706441eac6e564dddfba757f,sparkpool,2017-09-29,2019-07-21,622.92154751
0xcdbcea881d004d067d510dff2a46f79fad28780c,sparkpool,2017-09-29,2017-10-06,0.58897262
0x222d58b12611f699944f11670e85d99429ae11a4,sparkpool,2017-09-28,2017-10-27,12.82595874
0x6bca08c6b4d419770a447c96920678c2678549d3,sparkpool,2017-10-01,2017-10-19,0.43739327
0x258a1a8857d9a49d97aee958daf4c9a148a245ab,sparkpool,2017-09-29,2017-11-28,13.84322286
0x4a2a3b3519cea16058d1e01af151880f6908030e,sparkpool,2017-09-29,2018-02-28,132.0207051
0xb8066788fc0c20d8d641d1a8ea30f1cb33a5f9ac,sparkpool,2017-10-01,2018-04-28,3.08159893
0x350d47dd096fa49f61b6e16e4a68a6e26ef1d7ff,sparkpool,2017-09-30,2017-10-31,1.83653139
0xcde694886a83fc0f139ca0fd0500be341feeb37f,sparkpool,2017-09-29,2017-10-26,4.79034999
0x4e766d9c0a592c22cf14a24ec8a042356c306e36,sparkpool,2017-09-29,2018-05-28,10.17388878
0xf3711570cbf3d8b108fa9a2f737cc41aa328225e,sparkpool,2017-10-01,2017-12-28,1.60241048
0x113b85f68b99ed98bf363ec43430ba34a85fcf84,sparkpool,2017-09-28,2018-12-28,29.85567653
0xa7de40aaf9bbc7a2e189766ffb241cc10cc2d942,sparkpool,2017-09-29,2017-11-28,6.35017173
0x2cb95989988b7f802f32689f6261d1030cbc86c4,sparkpool,2017-10-01,2017-10-26,0.38561075
0x191b2bf165af81c8c2259f6f0f6e8af7562ed31d,sparkpool,2017-09-29,2017-10-31,1.53352989
0xfac25f2aad76ac0d8f26511ea47a47c725e3c396,sparkpool,2017-09-29,2018-01-28,8.30183817
0xd1f08e9aeecc5c99c363587dd97cb3add335d1eb,sparkpool,2017-10-01,2017-10-26,0.22714266
0x59a0aec91c10547c8fd8a64d41dcf41ece66f657,sparkpool,2017-09-29,2018-04-25,21.7448088
0xf9f6c94913380e9283298b89be5cc46177b3341e,sparkpool,2017-10-01,2017-10-26,0.70021333
0x852223c36038ac68ded2c8516b2b871d332eba70,sparkpool,2017-09-29,2018-04-06,22.97888391
0x4ffb326182b1486438d1c71559ccccabeaded35c,sparkpool,2017-09-29,2019-07-19,89.95345463
0x36d5d92871dda8de402ef4ca4eba5138af034760,sparkpool,2017-09-30,2018-07-13,11.17845009
0xacaf271c817be91afd01525a455f7398c870f5bc,sparkpool,2017-10-01,2017-11-28,3.15094645
0x9e799d9fec7c29e42119dddcc9cb6ab0af98f8b4,sparkpool,2017-09-29,2018-10-14,25.30585533
0xffd9e3dc17b3bfbedaa5fb039e3fada2448cd368,sparkpool,2017-10-01,2018-02-28,0.79618415
0x2fb36a26a0941568370afeb25ad4885b1fdbc888,sparkpool,2017-09-29,2017-10-02,0.54700737
0x51dc10fe319d295992ebf4b4f32e91831dff71ef,sparkpool,2017-10-01,2017-11-03,0.75988637
0x3b31e5d51273af5821f4933b8b41f110421341b7,sparkpool,2017-09-29,2017-12-14,8.71497749
0x95c59ca8892a67bc019aa568f826f9aa78297fde,sparkpool,2017-09-29,2018-06-24,13.71197339
0x4b8a521ae2bb52fbf0ab2d4a2f428bb75a59dc6d,sparkpool,2017-10-01,2018-09-28,7.12756408
